tag,wer,acc,cov,I_ASR,I_NLU,tot,part
small.en,0.19396068683862838,0.816408876933423,0.8937457969065232,0.13887020847343645,0.30665770006724946,0.445527908540686,0.13499823940047553
medium.en,0.16743381618414296,0.8409549428379287,0.9031607262945528,0.07599193006052454,0.20073974445191656,0.2767316745124411,0.1248451360637458
