id,delta,sz_asr,asr_avg_logprob,asr_no_speech_prob,asr_compression_ratio,n_segments,asr_min_word_logprob,asr_word_logprob_std,est_wer_asr,conf_nlu,wer
61,0.0,1.0,0.17578124441206455,0.0123748779296875,0.7333333333333333,1.0,0.23938806309282482,0.08005091140727273,0.08102446849876616,0.0013539149738245326,0.0
63,0.0,1.0,0.3033854166666667,0.0266876220703125,0.7419354838709677,1.0,0.24936320814964433,0.09389357333035751,0.1013254274745171,0.006356070032709327,0.2
71,2.0,4.0,0.7269965277777778,0.015594482421875,0.75,1.0,2.059141182880378,0.7595328903769988,0.5111475716961565,0.5088615905514997,0.75
80,1.0,2.0,0.8441840277777778,0.056243896484375,0.8857142857142857,1.0,2.4144500063880665,0.9742052779811521,0.7000727593956316,0.11735022483397917,0.25
85,0.0,1.0,0.3103298611111111,0.040313720703125,0.7241379310344828,1.0,0.5254172426063062,0.20997231847870382,0.1527441358749136,0.10265983616952967,0.0
86,3.0,4.0,0.4225260416666667,0.021697998046875,0.7333333333333333,1.0,0.9487957645245504,0.34710566940189586,0.26807107363474403,0.6701787212209024,0.2
89,0.0,1.0,0.3128255332509677,0.006282806396484375,0.8461538461538461,1.0,1.5567722691326105,0.5068059761001329,0.25825593204620384,0.0848777839811865,0.14285714285714285
100,0.0,1.0,0.2109375,0.007198333740234375,0.8064516129032258,1.0,0.44074827109694587,0.1779060462723992,0.09331410991251357,0.09892954981686386,0.25
102,0.0,1.0,0.21113281846046447,0.004085540771484375,0.84375,1.0,0.1106369986480177,0.04089817600770021,0.03085130526737233,0.011227802911240814,0.0
103,0.0,1.0,0.562890636920929,0.00545501708984375,0.8918918918918919,1.0,0.7771446380621913,0.276787811343109,0.2790941571970791,0.005105229042449033,0.16666666666666666
122,1.0,3.0,0.3873697916666667,0.007801055908203125,0.7241379310344828,1.0,1.6694294949161281,0.6847841123429682,0.2886633496842305,0.6369824077288752,0.6
124,1.0,2.0,0.22792969644069672,0.01357269287109375,0.7142857142857143,1.0,0.7718480155100209,0.2975814069568236,0.19030430515840788,0.3802841237583733,0.2
128,1.0,2.0,0.12095424107142858,0.0104217529296875,0.6521739130434783,1.0,0.09951824003359794,0.03924015747023189,0.061361717702619556,0.1837695666948822,0.3333333333333333
132,0.0,1.0,0.6987847222222222,0.1556396484375,0.6923076923076923,1.0,1.4718862914552941,0.5308092578657033,0.592424833334271,0.001802745356444646,0.0
150,0.0,1.0,0.5219726338982582,0.0106048583984375,0.68,1.0,0.10059757095327371,0.03695068197178402,0.15101629137153952,0.03621797748764277,0.0
151,0.0,1.0,0.78955078125,0.141357421875,0.7037037037037037,1.0,1.8285612353940266,0.8042162137788877,0.6891110771343165,0.014656672471314414,0.25
158,0.0,1.0,0.6614583233992258,0.05654907226562501,0.6666666666666666,1.0,0.9056058317741387,0.3671199580120871,0.47155161450632027,0.0014222268135204441,0.0
168,0.0,1.0,0.7788086086511612,0.0206298828125,0.7333333333333333,1.0,1.5963404659287002,0.6427626912363572,0.5299175645206599,0.38627759429171005,0.75
169,0.0,1.0,0.2834472730755806,0.0158843994140625,0.7241379310344828,1.0,0.34048417996419356,0.14141183630295157,0.1043821806645257,0.01009152901449295,0.0
170,0.0,1.0,0.1829833947122097,0.0190277099609375,0.7241379310344828,1.0,0.2166946635997995,0.08641027064171632,0.086366557963459,0.033756043849260675,0.0
171,2.0,3.0,0.82265625,0.10955810546875,0.7837837837837838,1.0,2.2539809580317356,0.6255865871561609,0.6472468558228426,0.4351257208674141,1.0
174,1.0,2.0,0.488281257947286,0.0097808837890625,0.8095238095238095,1.0,1.6495379183019405,0.5069756765348751,0.29843130496216297,0.4595007693913681,0.6666666666666666
177,0.0,1.0,0.5851562440395355,0.040740966796875,0.7948717948717948,1.0,1.9367965310819266,0.675288329679969,0.32407028483801364,0.004911182806236369,0.6
178,0.0,1.0,0.18247767857142858,0.083984375,0.7647058823529411,1.0,0.7618610731079971,0.291197328004803,0.19161677102632152,0.011753333349927786,0.0
182,0.0,1.0,0.4299316368997097,0.00579071044921875,0.7857142857142857,1.0,0.4953214372300254,0.18257341853900635,0.13345176493732347,0.0007952828746946583,0.0
185,0.0,1.0,0.36865233443677425,0.04730224609375,0.9272727272727272,1.0,0.5883605600171725,0.16310266457276956,0.10733640530705148,0.003723449505205312,0.09090909090909091
189,1.0,2.0,0.9459635615348816,0.1024169921875,0.6190476190476191,1.0,3.063531312741496,1.022632352148369,0.6622374412907984,0.17406099655304885,1.0
197,0.0,1.0,0.1148071326315403,0.00951385498046875,0.6666666666666666,1.0,0.12298452827598502,0.05219541038033979,0.057730681160066674,0.0034999490509496356,0.0
201,0.0,1.0,0.5056423611111112,0.0178680419921875,0.7777777777777778,1.0,0.8549770093068956,0.30078536482272816,0.2740359106240563,0.05339735033388371,0.3333333333333333
216,0.0,1.0,0.29837740384615385,0.03924560546875,0.8536585365853658,1.0,0.07448364367096924,0.02591245356229379,0.025412734999505842,0.01725033419555977,0.16666666666666666
219,0.0,1.0,0.1566406309604645,0.03076171875,0.8181818181818181,1.0,0.3014482682159289,0.10844687738730412,0.05453013573144948,0.002244597003152049,0.0
220,0.0,1.0,0.4765625074505806,0.09307861328125,0.7714285714285715,1.0,2.1233607756146715,0.8176477389808268,0.25255992080289497,0.062444513734637,0.6666666666666666
250,0.0,2.0,0.32135417858759563,0.030288696289062497,0.8367346938775511,1.0,0.48972813459351416,0.175716338053629,0.13898499338363635,0.3140369501290954,0.1111111111111111
254,0.0,2.0,0.4151041547457377,0.01021575927734375,0.9152542372881356,1.0,0.8799710450474116,0.32125587942757,0.1885386320544801,0.09990132843393884,0.3
258,1.0,2.0,0.5303819444444444,0.38330078125,0.68,1.0,0.6316038632264379,0.2459506699467214,0.28747298442115266,0.15211421753702536,0.0
261,0.0,1.0,0.2892795138888889,0.0222015380859375,0.7333333333333333,1.0,0.08187544079084819,0.029890668653323346,0.05618506825053432,0.06597432635467604,0.0
263,0.0,1.0,0.11783854166666667,0.00211334228515625,0.7647058823529411,1.0,0.43469681541359056,0.16417466405246428,0.06757612173950335,0.0020629613694086446,0.0
279,-1.0,1.0,0.6526988744735718,0.1695556640625,0.8780487804878049,1.0,2.312645293163876,0.8842106412415809,0.4071811417774288,0.1231625331113233,0.0
281,0.0,1.0,0.3666666587193807,0.02923583984375,0.9047619047619048,1.0,1.7595683639070752,0.49274052379425654,0.2487348539121856,0.004358126348715241,0.0
286,0.0,1.0,0.451171875,0.09832763671875,0.9523809523809522,1.0,0.7350276778049325,0.2959366609936591,0.33023332342430506,0.001232494347808033,0.14285714285714285
290,1.0,2.0,0.68017578125,0.00921630859375,0.75,1.0,3.133878090922343,1.202286783121814,0.6154921904766629,0.1758339758986206,0.75
292,0.0,1.0,0.08746337611228228,0.003665924072265625,0.7647058823529411,1.0,0.17978571226720494,0.06831742328187142,0.027977664525924203,0.0011647534909861035,0.0
296,0.0,1.0,0.6241319444444444,0.007312774658203125,0.8,1.0,1.6213493936016539,0.6733452836788985,0.3634082252792271,0.0031281496133864772,0.75
297,1.0,2.0,0.1307373046875,0.015403747558593752,0.7333333333333333,1.0,0.31340060173977,0.1088788790006701,0.08288334549821356,0.27469637813109327,0.25
299,0.0,1.0,0.17199707590043545,0.016815185546875,0.7692307692307693,1.0,0.12852164098344232,0.05070270477397011,0.05451537000715492,0.0009501546515119363,0.0
310,0.0,2.0,0.3449519139069777,0.0012874603271484375,0.8780487804878049,1.0,0.6325225587435105,0.20997678545960868,0.10690444422313673,0.2529419407949224,0.125
315,0.0,1.0,0.20078124850988388,0.01007843017578125,0.7777777777777778,1.0,0.13576603042593896,0.047927539189223316,0.04268043610970728,0.022903297665031408,0.16666666666666666
317,0.0,1.0,0.4843749776482582,0.01203155517578125,0.7037037037037037,1.0,0.3094005964064239,0.13058739371677935,0.17100722872798918,0.10611713992590821,0.0
319,0.0,1.0,0.30580357568604605,0.01238250732421875,0.9298245614035088,1.0,0.2708966557597671,0.08684409886361164,0.09028776223911181,0.004308070180872869,0.0
321,1.0,2.0,0.9557291666666666,0.007514953613281249,0.7142857142857143,1.0,2.103158068297152,0.685867438198647,0.5699359103706647,0.419615706239751,0.3333333333333333
322,2.0,3.0,0.49051339285714285,0.002361297607421875,0.6521739130434783,1.0,0.3047540563504284,0.11262285282803605,0.196354016586441,0.30128850609612334,0.0
329,0.0,2.0,0.6051432092984518,0.045013427734375,0.6,1.0,0.9685353421060092,0.4648525888393225,0.3281341033512861,0.46539194320976895,0.0
333,0.0,1.0,0.3126627678672473,0.0276641845703125,0.875,1.0,0.28508129075172356,0.11098535902666672,0.07254108320127105,0.01240772446405669,0.0
334,0.0,1.0,0.3411458358168602,0.0090789794921875,0.8461538461538461,1.0,0.11364123414530308,0.043729631335094735,0.04419023611202957,0.007115503179662919,0.2222222222222222
344,0.0,1.0,0.5694444444444444,0.022796630859375,0.7142857142857143,1.0,0.6424522096634511,0.27447010788222576,0.39773895260720804,0.026580243277714133,0.6
348,1.0,2.0,0.3500000059604645,0.019012451171875,0.7647058823529411,1.0,0.22767038353838454,0.07432330260206743,0.09729737968909177,0.379031718371417,0.75
355,0.0,1.0,0.3232421899835269,0.01134490966796875,0.8181818181818182,1.0,0.44760022024949847,0.1805592058261771,0.10663726194528794,0.01698110640318551,0.0
360,0.0,1.0,0.08984375,0.01015472412109375,0.7575757575757576,1.0,0.09521252832238603,0.03623631271734103,0.021345806842244495,0.0006467201148223634,0.0
362,0.0,1.0,0.3490513286420277,0.01329803466796875,0.8913043478260869,1.0,0.7545655743612728,0.26663428084452745,0.16056117763038052,0.0039991174532747475,0.2857142857142857
366,0.0,1.0,0.2484374910593033,0.0103912353515625,0.8378378378378379,1.0,0.16758689703701793,0.05818228157174023,0.048159273036132356,0.007620249998184336,0.0
369,0.0,1.0,0.2691127232142857,0.017578125,0.7241379310344828,1.0,1.0446735707198216,0.42868439772198713,0.21574913143214056,0.00037756413936707034,0.0
379,0.0,2.0,0.20583767112758425,0.027297973632812503,0.864406779661017,1.0,0.13408958409868663,0.03450621644261422,0.02757624595902978,0.46406689390135114,0.0
385,1.0,4.0,0.5756392262198708,0.10247802734375,0.8461538461538463,1.0,2.199118459443063,0.8300968484539589,0.24504445935654562,0.6541209921581722,0.16666666666666666
389,0.0,1.0,0.10308838170021772,0.007061004638671875,0.7333333333333333,1.0,0.2837834320361236,0.12815863716011575,0.003618938967011787,0.003766543452014437,0.0
391,-1.0,1.0,0.3343394940549677,0.0102691650390625,0.8780487804878049,1.0,0.41453935798861036,0.13851935811706065,0.11505946872663148,0.047840893020442365,0.0
393,-1.0,1.0,0.6033380465074019,0.040740966796875,0.825,1.0,1.3423522392633918,0.42350623196178233,0.35452152564215283,0.021712595477075047,0.0
397,0.0,1.0,0.6193576388888888,0.019378662109375,0.7241379310344828,1.0,2.5541436917071256,0.9992691650318483,0.38441609911045105,0.0008333263043143191,0.3333333333333333
399,0.0,1.0,0.3732910193502903,0.0009965896606445312,0.7419354838709677,1.0,0.03275727126946511,0.01219797776565728,0.012996946684380655,0.007093403787136632,0.0
400,0.0,1.0,0.466796875,0.0084228515625,0.6190476190476191,1.0,0.410850678040757,0.16949688804775298,0.27780676907501234,0.001117664458206491,0.0
407,0.0,1.0,0.20177283195348886,0.0141143798828125,0.84,1.0,0.18564739376353664,0.05560100345647389,0.04494106725768564,0.014185789139198102,0.0
411,0.0,1.0,0.27525112458637785,0.104248046875,0.6363636363636364,1.0,0.5445924862368081,0.23263862368816418,0.2041643177576072,0.017010047003427453,0.3333333333333333
412,0.0,1.0,0.3715277777777778,0.034759521484375,0.7241379310344828,1.0,0.6747625311586259,0.26419039960783336,0.19582071079158525,0.01579825726070161,0.0
424,0.0,1.0,0.1916232638888889,0.021881103515625,0.7714285714285715,1.0,0.5462774066017276,0.20731131666127983,0.11436670091034633,0.00047195393729515533,0.0
426,0.0,1.0,0.5767045237801292,0.0040740966796875,0.8333333333333335,1.0,0.8659439301914141,0.3699596258293062,0.2684295245865099,0.12444796518741297,0.3333333333333333
427,0.0,1.0,0.32350851730866864,0.0274200439453125,0.9,1.0,0.33911243763661275,0.11319176281455066,0.18752398239965185,0.0005889482744105834,0.0
428,0.0,1.0,0.19372558034956455,0.015121459960937498,0.7714285714285715,1.0,0.6633229402492316,0.2487272469754155,0.1131082951258998,0.0005829811563693443,0.2
430,0.0,1.0,0.3403764150359414,0.09039306640625,0.8536585365853658,1.0,1.0981241265886084,0.3782907786638032,0.19709068367321889,0.012564667968521404,0.0
437,1.0,2.0,0.4309081956744194,0.0076904296875,0.7575757575757576,1.0,0.6334420990381889,0.22502846521974224,0.16746596707964967,0.4934775881152903,0.0
441,0.0,1.0,0.24199219644069672,0.0172119140625,0.813953488372093,1.0,0.18037033666269287,0.060897552379186655,0.06071032349681158,0.00010222955510719167,0.0
442,0.0,1.0,0.25351563692092893,0.28271484375,0.7837837837837838,1.0,0.19124799793863523,0.0717549333836196,0.13156443680086802,0.00012291738802827634,0.0
443,0.0,1.0,0.78125,0.274169921875,0.6190476190476191,1.0,0.6197369964465386,0.03672979492240547,0.4206878860510644,0.005303276761557507,0.0
448,0.0,1.0,0.7036132961511612,0.051849365234375,0.6923076923076923,1.0,0.4817915849977778,0.16868536532163386,0.12044436571428034,0.0014390585121299981,0.0
451,0.0,1.0,0.19389204003594138,0.00182342529296875,0.8333333333333335,1.0,0.2064381634326104,0.08269480697866152,0.06132867261851632,0.04883753191153484,0.0
456,0.0,1.0,0.3285156190395355,0.005451202392578125,0.813953488372093,1.0,0.14250006260728304,0.05673744330219856,0.0602161580272026,0.0002455056724320892,0.0
468,0.0,1.0,0.2842881944444444,0.0040435791015625,0.7575757575757576,1.0,0.4422668742741359,0.1548259471083704,0.17564001079450337,0.0020673956277815764,0.4
473,-1.0,1.0,0.5195312670298985,0.170654296875,0.7037037037037036,1.0,0.9538526653135242,0.36084642380270093,0.360453993165779,0.00010360301880052436,0.3333333333333333
475,0.0,1.0,0.28632811903953553,0.0269317626953125,0.8292682926829269,1.0,0.21851560492238328,0.07818946510793777,0.11072935162864034,0.015449274618821063,0.0
484,0.0,1.0,0.18821022727272727,0.01302337646484375,0.8333333333333335,1.0,0.4219577896361608,0.15301510680014407,0.11854351538757878,0.004347172100933272,0.5
486,0.0,1.0,0.1744791641831398,0.0226287841796875,0.804878048780488,1.0,0.26770074380337755,0.0817085220540999,0.06931582404512314,0.005420935945331995,0.0
491,0.0,1.0,0.4724120870232582,0.02740478515625,0.7037037037037037,1.0,0.2594388601383859,0.11963675101152567,0.4068662118839437,0.0024576006636950476,0.0
494,0.0,1.0,0.1633029513888889,0.003490447998046875,0.7037037037037037,1.0,0.09467561555780994,0.038117172309033547,0.0640624922290779,0.01740991811026693,0.0
506,0.0,1.0,0.4125000089406967,0.041015625,0.7777777777777778,1.0,1.124080348324232,0.40519194721781066,0.1967317786239427,0.02116323615349669,0.0
508,0.0,1.0,0.3852539099752903,0.08648681640625,0.7142857142857143,1.0,0.7188657098479344,0.24884910651483375,0.23785988211919504,0.06375518058992524,0.25
512,1.0,3.0,0.4556361436843872,0.02001953125,0.6363636363636364,1.0,2.215767012679806,0.9682316742030446,0.12078649563965446,0.4361459295071828,0.3333333333333333
525,0.0,1.0,0.4527343511581421,0.034912109375,0.8571428571428571,1.0,1.4788252037375664,0.5473057863540618,0.3063567507804432,0.09841233071510769,0.14285714285714285
527,0.0,1.0,0.2600097581744194,0.06683349609375,0.7142857142857143,1.0,0.41232451765905753,0.1549850773907731,0.1808048281903563,0.03633649091051239,0.4
533,0.0,1.0,0.47017043287103827,0.06903076171875,0.7142857142857143,1.0,1.4613041821247572,0.5093671691035311,0.6382615768727175,0.00036719896116799156,0.3333333333333333
540,0.0,1.0,0.580078125,0.05236816406249999,0.8461538461538461,1.0,1.3376902261575805,0.557325311280016,0.23327401562919006,0.013631785734215862,0.2857142857142857
555,0.0,1.0,0.343505859375,0.019821166992187503,0.7241379310344828,1.0,0.5262433475686117,0.1446324174448059,0.17056853122255564,0.04636701683756672,0.0
560,0.0,1.0,0.5894097222222222,0.08990478515625,0.7037037037037037,1.0,0.6666459910166439,0.19886986567572007,0.36271061312624525,0.010003322519328894,0.4
564,0.0,1.0,0.3909505158662796,0.00598907470703125,0.6923076923076922,1.0,0.4093790074293007,0.1421393329812503,0.17633736340258507,0.00022852515784244076,0.0
576,0.0,1.0,0.4913194444444444,0.0212554931640625,0.9333333333333333,1.0,1.6642581841027502,0.551415122397771,0.3863818750363151,0.0710390750064811,0.5
585,0.0,1.0,0.5948660884584699,0.0253143310546875,0.68,1.0,0.7959069145177142,0.3417133860594897,0.370573043689358,0.002804080160255684,0.0
588,0.0,1.0,0.33027343153953553,0.0465087890625,0.84375,1.0,0.26070548475357885,0.09090502461266808,0.08325166890157033,0.0007313206058058297,0.0
590,0.0,1.0,0.3604600694444444,0.0916748046875,0.8235294117647058,1.0,0.9312953178894496,0.33547171411756427,0.18652483448853413,0.003030046648680007,0.0
608,-1.0,2.0,0.5278320387005806,0.036468505859375,0.6190476190476191,1.0,0.29782447904197906,0.11638249444514027,0.17654712489471583,0.3690869454179634,0.0
612,0.0,1.0,0.2881944378217061,0.00130462646484375,0.8688524590163934,1.0,1.0315744520169616,0.2742243595625295,0.2215621596950795,0.014045237740280325,0.2727272727272727
614,0.0,1.0,0.4231770833333333,0.04864501953125,0.6363636363636364,1.0,0.30012900681086613,0.01220962507513812,0.05223248603037275,0.009580858174348839,0.0
625,0.0,1.0,0.2751736111111111,0.004001617431640625,0.7948717948717948,1.0,0.6699801212784109,0.22746894442720658,0.1067812047153834,0.000736566191492205,0.0
631,0.0,1.0,0.4091796899835269,0.0027866363525390625,0.8666666666666667,1.0,0.7004983530909971,0.20955270839084708,0.16591769167154047,0.022765856846860943,0.0
635,0.0,1.0,0.38623046875,0.0011186599731445312,0.8,1.0,0.39768296766610944,0.1560086024389821,0.11684797907299226,0.011024663599641382,0.0
651,0.0,1.0,0.2727399638720921,0.0168304443359375,0.7037037037037036,1.0,0.4731335222546632,0.1512461948922817,0.20036473854102146,7.160248903403943e-05,0.25
660,1.0,2.0,0.8930663764476776,0.017364501953125,0.76,1.0,3.415273031242791,1.4675284400618818,0.6081768113056797,0.14219419081387197,0.25
665,0.0,1.0,0.1748046875,0.002529144287109375,0.7575757575757576,1.0,0.24873683794438597,0.09078602958068786,0.07437765529169821,0.005759725306873187,0.0
668,0.0,1.0,0.4069824144244194,0.001434326171875,0.8545454545454545,1.0,0.3868407942359555,0.13845245669567638,0.09828843045868503,0.03717219191212229,0.0
680,-1.0,1.0,0.425390625,0.0084686279296875,0.8222222222222222,1.0,0.43018213505906394,0.1832427289274437,0.11370080968844211,0.11364958947094139,0.0
686,0.0,1.0,0.2605794295668602,0.00640106201171875,0.804878048780488,1.0,0.13744529194565897,0.04095102426657239,0.05535159234324298,0.0023149742847655697,0.0
702,0.0,1.0,0.3681640699505806,0.019866943359375,0.8571428571428571,1.0,0.3014482682159289,0.09815998719799916,0.10295297493749667,0.011688069559494085,0.125
712,0.0,1.0,0.20192307692307693,0.01385498046875,0.8260869565217391,1.0,0.12298452827598502,0.035804449802252385,0.03235015217782498,0.01288242669573536,0.0
726,0.0,1.0,0.3064630790190263,0.0019063949584960935,0.8461538461538463,1.0,0.14871301679200127,0.06022277804181909,0.058913532967800615,0.07736852474112665,0.25
730,0.0,1.0,0.25683594601494925,0.014617919921875002,0.7037037037037036,1.0,0.3147375003346116,0.1315369914623029,0.09384619416917775,0.00048143479615436746,0.0
738,0.0,1.0,0.3011718660593033,0.011566162109375,0.7894736842105263,1.0,0.21064869596895391,0.07435310689912751,0.06339739355086318,0.001597172543297276,0.16666666666666666
751,0.0,3.0,0.22119140873352686,0.0079193115234375,0.7894736842105262,1.0,0.15896367602534184,0.05158587986665024,0.04645255324535213,0.5852828394367187,0.0
761,0.0,1.0,0.2924804612994194,0.012451171875,0.813953488372093,1.0,0.1962857919685924,0.06386386787813103,0.07765471954234346,0.027269880752501696,0.14285714285714285
764,0.0,1.0,0.3391927058498065,0.0087890625,0.9555555555555556,1.0,0.36902771190573336,0.1193017538159574,0.10041473541781183,0.006853848384902106,0.0
765,0.0,1.0,0.21640624552965165,0.006011962890625,1.0,1.0,1.1165952834376651,0.2864446452802236,0.1884191259953735,0.025566442988394833,0.21428571428571427
767,0.0,1.0,0.2753056987472203,0.05749511718750001,1.0666666666666667,1.0,1.187667656593766,0.2924615524028045,0.18584610887670588,0.00040360210205381275,0.16666666666666666
768,0.0,1.0,0.3098366477272727,0.03741455078125,0.8333333333333335,1.0,0.9153146459010996,0.3172285461260665,0.18785316348076106,0.00033829952134201147,0.0
779,0.0,2.0,0.31863839072840555,0.00621795654296875,0.8461538461538461,1.0,0.6931471805599453,0.22641590471608364,0.14345903146268427,0.1885813663313881,0.0
781,1.0,2.0,0.4309895634651184,0.11163330078125,0.6190476190476191,1.0,0.657298469839871,0.22121071888069796,0.22938313920039344,0.23557009587320887,0.5
782,0.0,1.0,0.3115234375,0.0189361572265625,0.8222222222222223,1.0,0.5693061428196466,0.2001576942853015,0.13831790860065293,0.017482454656131075,0.0
783,0.0,1.0,0.2827148387829463,0.05780029296875,0.6521739130434783,1.0,0.4953214372300254,0.20072460477968748,0.16325151026104445,0.0021673189454584074,0.0
790,0.0,1.0,0.7960069444444444,0.08795166015625001,0.7333333333333333,1.0,1.377180743146504,0.5658853022880453,0.4677128302096972,0.04305597674597672,0.25
796,0.0,1.0,0.5130208333333334,0.0248565673828125,0.8125,1.0,0.4011409745699584,0.15780305699702163,0.18105399800556382,0.002848200997396355,0.0
804,2.0,3.0,0.7324218799670538,0.17089843750000003,0.804878048780488,1.0,1.4550082536679425,0.4880935802838342,0.6040574076988767,0.46822686171390904,0.8
826,0.0,1.0,0.2014973983168602,0.0025501251220703125,0.9137931034482759,1.0,0.16700969644379232,0.05065549348895623,0.04228850410345748,0.004388647733180484,0.3333333333333333
827,1.0,2.0,0.6037946258272443,0.08544921875,0.7142857142857143,1.0,2.4124043186647732,1.0103828520779545,0.3879326269278101,0.49962734674833487,0.25
832,0.0,1.0,0.380022332072258,0.0452880859375,0.8983050847457628,1.0,0.6614290002891607,0.22267468942866078,0.13387627251933654,0.12314235297186993,0.4444444444444444
837,0.0,1.0,0.24479167858759562,0.0006389617919921875,1.0,1.0,0.2600719719037563,0.0742890701055541,0.06570471650465211,0.08381377164280113,0.0
843,0.0,1.0,0.7760416666666666,0.14794921875,0.7857142857142857,1.0,1.9233396417213158,0.798814855478177,0.7929745541107117,0.14753880606850522,0.5
861,0.0,1.0,0.5504557490348816,0.1539306640625,0.6190476190476191,1.0,0.5684437020589881,0.07308881782756065,0.29062632737114397,0.0011463708287330343,0.0
862,0.0,1.0,0.66650390625,0.027114868164062497,0.6363636363636364,1.0,0.5938720378134927,0.27276061511890787,0.47337428042214674,0.00163073506843614,0.0
864,0.0,1.0,0.2846679650247097,0.008148193359375,0.7647058823529411,1.0,1.8728403132349418,0.7426773315228948,0.2910425704926632,0.01001216106546643,0.16666666666666666
870,-1.0,1.0,0.9592013888888888,0.20458984375,0.6521739130434783,1.0,0.44349451454759636,0.14597230821019772,0.20702941414175502,0.15208443580906605,1.0
884,1.0,2.0,0.8316761255264282,0.11743164062500001,0.6363636363636364,1.0,1.478289728490501,0.5132118684372399,0.4364792880644686,0.40235558749805644,0.6
891,0.0,1.0,0.4162597618997097,0.11187744140625,0.7647058823529411,1.0,0.7049351363119876,0.2718971334519889,0.28242913709102135,0.01015349570314028,0.0
897,0.0,1.0,0.3688616028853825,0.00418853759765625,0.8222222222222222,1.0,0.8155796801164191,0.27842075820708995,0.19652901361052633,0.006672048658419083,0.125
914,0.0,1.0,0.4474826388888889,0.0028247833251953125,0.7714285714285715,1.0,0.22522090282804463,0.08533562497729365,0.10771030161903887,0.0006508448856114013,0.25
920,0.0,1.0,0.2741699256002903,0.01187896728515625,0.7419354838709677,1.0,0.10927441497896263,0.04224296404303781,0.058586509910788995,0.0029722111073169355,0.0
931,2.0,3.0,0.33359373807907106,0.00934600830078125,0.7714285714285715,1.0,1.0778335753988746,0.397349081028361,0.2069849971445783,0.3992029278204775,0.3333333333333333
936,0.0,1.0,0.33147320577076506,0.006908416748046874,0.9038461538461539,1.0,0.4249406404682259,0.15984144671782088,0.09478922201964622,0.04092002387076099,0.1111111111111111
939,1.0,2.0,0.5432692491091214,0.030364990234375,0.75,1.0,1.3897181844694442,0.5481004469954622,0.2611918144024203,0.3374099198466519,0.6666666666666666
940,1.0,2.0,0.3903808631002903,0.0116119384765625,0.8125,1.0,1.1091658287591448,0.445367953645047,0.18198741865280876,0.24109731507815924,0.4
944,0.0,1.0,0.2788461630160992,0.0860595703125,0.8947368421052632,1.0,0.16355347180511537,0.05088713025740929,0.06941897744418521,0.012563721877674072,0.0
951,0.0,1.0,0.3125000021287373,0.00789642333984375,0.8846153846153845,1.0,0.27217788591581565,0.08275380904729678,0.07283977496879093,0.015984220105916158,0.0
962,0.0,1.0,0.5921874940395355,0.006839752197265625,0.9473684210526315,1.0,2.6919452335328544,0.9876755577259538,0.5188309082763681,0.00028862128807527476,0.16666666666666666
964,0.0,1.0,0.364013671875,0.0709228515625,0.7142857142857143,1.0,0.18447230549671012,0.03395676941850352,0.06158689447708971,0.07481315913301634,0.0
967,0.0,1.0,0.3140024130160992,0.0275726318359375,0.8048780487804879,1.0,1.0213528979454236,0.33678336766097194,0.14270498617878427,0.008434617425160384,0.0
969,0.0,1.0,0.31210937798023225,0.0027065277099609375,0.9047619047619048,1.0,1.0329452541507402,0.37495108851629627,0.20597048746043614,0.0007078846286279195,0.0
